idx,file,date,burrow,id,sex,ball,trial,temp,flee_dis,release,react,retreat,full_retreat,t1,t2,t3,t4,fs1,fs2,fs3,fs4,speedc,angle,t_angle,orientation,bd_time,emergence,operator,vid_operator,note1,note2,train_emerg,chronic_burrow,mass,weigh_date,path_dist,n_trials_treatment
2,B201_T1_C.MP4,21/03/2024,201,NA,unknown,cork,1,23.4,1.8,1740,1750,1772,Y,1761,NA,NA,NA,0.33,NA,NA,NA,1,116,116,tail,3:36:00 PM,123.56,EG,EG,,,N,N,,,0.655702767,5
3,B201_T2_C.MP4,21/03/2024,201,NA,unknown,cork,2,24,1.5,1271,1284,1292,Y,1292,NA,NA,NA,0.45,NA,NA,NA,1,46,46,head,3:44:00 PM,32.24,EG,RL,Amended distance from video,,N,N,,,0.655702767,5
4,B201_T3_C.MP4,21/03/2024,201,NA,unknown,cork,3,22.1,1.6,2114,2122,2132,Y,2129,NA,NA,NA,0.51,NA,NA,NA,1,29,41,head,3:53:00 PM,122.42,EG,EG,Amended distance from video,,N,N,,,0.655702767,5
5,B201_T4_C.MP4,21/03/2024,201,NA,unknown,cork,4,24.4,2,1274,1284,1309,Y,1294,NA,NA,NA,0.36,NA,NA,NA,1,99,99,tail,3:59:00 PM,41.66,EG,RL,Amended distance from video,,N,N,,,0.655702767,5
6,B201_T5_C.MP4,21/03/2024,201,NA,unknown,cork,5,22.5,2,1021,1029,1039,Y,1036,NA,NA,NA,0.51,NA,NA,NA,1,22,22,head,4:02:00 PM,186,EG,EG,,,N,N,,,0.655702767,5
8,B245_T1_C.MP4,21/03/2024,245,19Y,female,cork,1,24.8,2.2,5542,5552,5565,Y,5561,NA,NA,NA,0.4,NA,NA,NA,1,38,38,head,2:24:00 PM,28.97,RL,EG,,,N,N,0.59,22/03/2024,0.526413762,9
9,B245_T2_C.MP4,21/03/2024,245,19Y,female,cork,2,22.9,2.6,1234,1163,1183,Y,1171,NA,NA,NA,0.45,NA,NA,NA,1,33,33,head,2:29:00 PM,96.27,RL,RL,,,N,N,0.59,22/03/2024,0.526413762,9
10,B245_T3_C.MP4,21/03/2024,245,19Y,female,cork,3,22.9,2.5,6088,6096,6109,Y,6104,NA,NA,NA,0.45,NA,NA,NA,1,34,34,head,2:35:00 PM,144.66,RL,EG,,,N,N,0.59,22/03/2024,0.526413762,9
11,B245_T4_C.MP4,21/03/2024,245,19Y,female,cork,4,26.5,2.3,12505,12517,12540,Y,12523,NA,NA,NA,0.6,NA,NA,NA,1,125,125,tail,2:42:00 PM,88.87,RL,RL,,,N,N,0.59,22/03/2024,0.526413762,9
12,B245_T5_C.MP4,21/03/2024,245,19Y,female,cork,5,20.7,2.3,1817,1678,1693,Y,1688,NA,NA,NA,0.36,NA,NA,NA,1,163,163,tail,2:49:00 PM,289.28,RL,EG,,,N,N,0.59,22/03/2024,0.526413762,9
13,B245_T6_C.MP4,21/03/2024,245,19Y,female,cork,6,21.7,1.7,6516,6528,6538,Y,6535,NA,NA,NA,0.51,NA,NA,NA,1,20,20,tail,3:03:00 PM,97.37,RL,RL,,Backwards into burrow ,N,N,0.59,22/03/2024,0.526413762,9
14,B245_T7_C.MP4,21/03/2024,245,19Y,female,cork,7,25.2,2,11469,11478,11490,Y,11483,NA,NA,NA,0.72,NA,NA,NA,1,128,128,tail,3:06:00 PM,178.59,RL,EG,,,N,N,0.59,22/03/2024,0.526413762,9
15,B245_T8_C.MP4,21/03/2024,245,19Y,female,cork,8,22.2,1.9,1048,1023,1033,Y,1030,NA,NA,NA,0.51,NA,NA,NA,1,9,9,head,3:10:00 PM,370.06,RL,RL,,,N,N,0.59,22/03/2024,0.526413762,9
16,B245_T9_C.MP4,21/03/2024,245,19Y,female,cork,9,22.9,2,3697,3709,3719,Y,3715,NA,NA,NA,0.6,NA,NA,NA,1,127,127,tail,3:30:00 PM,497.73,RL,EG,,,N,N,0.59,22/03/2024,0.526413762,9
18,B302_T1_C.MP4,21/03/2024,302,17Y,female,cork,1,19,2.5,1711,1723,1748,Y,1735,NA,NA,NA,0.3,NA,NA,NA,1,28,33,head,2:53:00 PM,36.62,EG,EG,,,N,N,0.5,22/03/2024,0.824976511,5
19,B302_T2_C.MP4,21/03/2024,302,17Y,female,cork,2,25,2.4,2151,2165,2213,Y,2189,NA,NA,NA,0.15,NA,NA,NA,1,47,47,head,2:56:00 PM,30.11,EG,RL,,,N,N,0.5,22/03/2024,0.824976511,5
20,B302_T3_C.MP4,21/03/2024,302,17Y,female,cork,3,20.5,1.5,1511,1522,1535,Y,1535,NA,NA,NA,0.28,NA,NA,NA,1,140,140,tail,2:58:00 PM,90.53,EG,EG,,,N,N,0.5,22/03/2024,0.824976511,5
21,B302_T4_C.MP4,21/03/2024,302,17Y,female,cork,4,18.7,2.3,2511,2523,2538,Y,2532,NA,NA,NA,0.4,NA,NA,NA,1,152,152,tail,3:04:00 PM,62.53,EG,EG,,,N,N,0.5,22/03/2024,0.824976511,5
22,B302_T5_C.MP4,21/03/2024,302,17Y,female,cork,5,18.5,2,788,800,813,Y,810,NA,NA,NA,0.36,NA,NA,NA,1,46,57,head,3:06:00 PM,46.51,EG,EG,,,N,N,0.5,22/03/2024,0.824976511,5
64,B529_T1C.MP4,24/03/2024,529,20Y,female,cork,1,19.3,2.3,2414,2427,2446,Y,2438,NA,NA,NA,0.33,NA,NA,NA,1,5,5,head,2:02:00 PM,30.65,EG,EG,,,N,N,0.68,22/03/2024,0.384154911,10
65,B529_T2C.MP4,24/03/2024,529,20Y,female,cork,2,12,1.8,1963,1975,1999,Y,1986,NA,NA,NA,0.33,NA,NA,NA,1,176,110,tail,2:13:00 PM,44.3,EG,RL,,,N,N,0.68,22/03/2024,0.384154911,10
66,B529_T3C.MP4,24/03/2024,529,20Y,female,cork,3,20.1,2,1594,1607,1627,Y,1619,NA,NA,NA,0.3,NA,NA,NA,1,167,167,tail,2:16:00 PM,97.75,EG,EG,,,N,N,0.68,22/03/2024,0.384154911,10
67,B529_T4C.MP4,24/03/2024,529,20Y,female,cork,4,22.2,2.2,1713,1724,1754,Y,1733,NA,NA,NA,0.4,NA,NA,NA,1,180,120,tail,2:19:00 PM,119.47,EG,RL,,,N,N,0.68,22/03/2024,0.384154911,10
68,B529_T5C.MP4,24/03/2024,529,20Y,female,cork,5,21,1.8,1315,1327,1340,Y,1335,NA,NA,NA,0.45,NA,NA,NA,1,0,0,head,2:22:00 PM,156.47,EG,EG,,,N,N,0.68,22/03/2024,0.384154911,10
69,B529_T6C.MP4,24/03/2024,529,20Y,female,cork,6,22,2.2,1505,1517,1547,Y,1527,NA,NA,NA,0.36,NA,NA,NA,1,180,135,tail,2:26:00 PM,31.24,EG,RL,Amended distance from video,,N,N,0.68,22/03/2024,0.384154911,10
70,B529_T7C.MP4,24/03/2024,529,20Y,female,cork,7,21.7,2,1253,1266,1279,Y,1275,NA,NA,NA,0.4,NA,NA,NA,1,11,11,head,2:28:00 PM,88.93,EG,EG,,,N,N,0.68,22/03/2024,0.384154911,10
71,B526_T8C.MP4,24/03/2024,529,20Y,female,cork,8,21.6,1.9,1336,1377,1393,Y,1388,NA,NA,NA,0.33,NA,NA,NA,1,180,180,tail,2:31:00 PM,82.09,EG,EG,,,N,N,0.68,22/03/2024,0.384154911,10
72,B529_T9C.MP4,24/03/2024,529,20Y,female,cork,9,22.5,1.8,1387,1399,1412,Y,1409,NA,NA,NA,0.36,NA,NA,NA,1,168,168,tail,2:33:00 PM,43.51,EG,EG,,,N,N,0.68,22/03/2024,0.384154911,10
73,B529_T10C.MP4,24/03/2024,529,20Y,female,cork,10,21.7,1.7,990,1003,1019,Y,1013,NA,NA,NA,0.36,NA,NA,NA,1,20,20,head,2:36:00 PM,79.63,EG,RL,,,N,N,0.68,22/03/2024,0.384154911,10
74,B660_T1C.MP4,24/03/2024,660,22Y,male,cork,1,23.8,2.8,1177,1187,1198,Y,1194,NA,NA,NA,0.51,NA,NA,NA,1,142,142,tail,3:21:00 PM,203.74,RL,EG,,,N,N,0.74,25/03/2024,1.141411794,8
75,B660_T2C.MP4,24/03/2024,660,22Y,male,cork,2,19.2,1.6,4804,4816,4828,Y,4826,NA,NA,NA,0.36,NA,NA,NA,1,50,50,head,3:27:00 PM,184.74,RL,RL,,,N,N,0.74,25/03/2024,1.141411794,8
76,B660_T3C.MP4,24/03/2024,660,22Y,male,cork,3,14.4,1.9,3028,3034,3044,Y,3042,NA,NA,NA,0.45,NA,NA,NA,1,3,3,head,3:32:00 PM,245.2,RL,EG,,,N,N,0.74,25/03/2024,1.141411794,8
77,B660_T4C.MP4,24/03/2024,660,22Y,male,cork,4,18.3,2,3059,3074,3106,Y,3083,NA,NA,NA,0.4,NA,NA,NA,1,44,44,head,3:37:00 PM,150.22,RL,RL,,,N,N,0.74,25/03/2024,1.141411794,8
78,B660_T5C.MP4,24/03/2024,660,22Y,male,cork,5,17,1.8,6345,6348,6360,Y,6358,NA,NA,NA,0.36,NA,NA,NA,1,57,57,head,3:45:00 PM,393.7,RL,EG,,,N,N,0.74,25/03/2024,1.141411794,8
79,B660_T6C.MP4,24/03/2024,660,22Y,male,cork,6,13.8,1.6,1607,1621,1664,Y,1644,NA,NA,NA,0.16,NA,NA,NA,1,120,120,tail,3:53:00 PM,432.07,RL,RL,,,N,N,0.74,25/03/2024,1.141411794,8
80,B660_T7C.MP4,24/03/2024,660,22Y,male,cork,7,17,2.6,4503,4481,4497,Y,4491,NA,NA,NA,0.36,NA,NA,NA,1,150,150,tail,4:01:00 PM,511.05,RL,EG,,,N,N,0.74,25/03/2024,1.141411794,8
81,B660_T8C.MP4,24/03/2024,660,22Y,male,cork,8,14.4,3.1,15456,15470,15509,Y,15477,15498,NA,NA,0.51,0.13,NA,NA,2,167,167,tail,4:11:00 PM,412.37,RL,RL,,,N,N,0.74,25/03/2024,1.141411794,8
100,B341_T1C.MP4,29/03/2024,341,21Y,male,cork,1,15.6,1.8,1459,1472,1490,Y,1482,NA,NA,NA,0.36,NA,NA,NA,1,146,146,tail,1:41:00 PM,37.79,EG,EG,,,N,N,0.84,25/03/2024,0.628373858,10
101,B341_T2C.MP4,29/03/2024,341,21Y,male,cork,2,15.8,2.3,1317,1330,1345,Y,1339,NA,NA,NA,0.4,NA,NA,NA,1,20,20,head,1:44:00 PM,44.89,EG,RL,,,N,N,0.84,25/03/2024,0.628373858,10
102,B341_T3C.MP4,29/03/2024,341,21Y,male,cork,3,16.9,2.2,1081,1096,1176,Y,1110,NA,NA,NA,0.26,NA,NA,NA,1,27,27,tail,1:46:00 PM,67.17,EG,EG,,Backwards into burrow ,N,N,0.84,25/03/2024,0.628373858,10
103,B341_T4C.MP4,29/03/2024,341,21Y,male,cork,4,16.2,2.3,909,924,989,Y,939,NA,NA,NA,0.24,NA,NA,NA,1,150,115,tail,1:50:00 PM,28.65,EG,RL,,,N,N,0.84,25/03/2024,0.628373858,10
104,B341_T5C.MP4,29/03/2024,341,21Y,male,cork,5,16.4,2,1025,1040,1052,Y,1048,NA,NA,NA,0.45,NA,NA,NA,1,37,37,head,1:53:00 PM,47.2,EG,EG,,,N,N,0.84,25/03/2024,0.628373858,10
105,B341_T6C.MP4,29/03/2024,341,21Y,male,cork,6,16.9,2.1,1033,1048,1126,Y,1080,NA,NA,NA,0.11,NA,NA,NA,1,180,180,tail,1:55:00 PM,19.33,EG,RL,,Backwards into burrow ,N,N,0.84,25/03/2024,0.628373858,10
106,B341_T7C.MP4,29/03/2024,341,21Y,male,cork,7,16.3,2.7,864,876,897,Y,888,NA,NA,NA,0.3,NA,NA,NA,1,156,156,tail,1:58:00 PM,20.21,EG,EG,,,N,N,0.84,25/03/2024,0.628373858,10
107,B341_T8C.MP4,29/03/2024,341,21Y,male,cork,8,16.4,2.8,635,651,709,Y,662,NA,NA,NA,0.33,NA,NA,NA,1,157,113,tail,1:59:00 PM,19.81,EG,RL,,,N,N,0.84,25/03/2024,0.628373858,10
108,B341_T9C.MP4,29/03/2024,341,21Y,male,cork,9,14.9,2,1337,1352,1393,Y,1365,NA,NA,NA,0.28,NA,NA,NA,1,132,132,tail,2:03:00 PM,48.31,EG,EG,,,N,N,0.84,25/03/2024,0.628373858,10
109,B341_T10C.MP4,29/03/2024,341,21Y,male,cork,10,14.4,1.8,1066,1084,1100,Y,1095,NA,NA,NA,0.33,NA,NA,NA,1,23,23,head,2:05:00 PM,54.36,EG,RL,,,N,N,0.84,25/03/2024,0.628373858,10
113,B494_T1C.MP4,29/03/2024,494,23Y,female,cork,1,18.3,3.2,2746,2755,2780,Y,2764,2773,NA,NA,0.4,0.2,NA,NA,2,19,20,head,2:05:00 PM,98.59,RL,RL,,,N,N,0.62,26/03/2024,0.850731126,5
114,B494_T2C.MP4,29/03/2024,494,23Y,female,cork,2,15.8,2.1,1972,1985,2005,Y,1997,NA,NA,NA,0.3,NA,NA,NA,1,29,29,head,2:10:00 PM,61.32,RL,EG,,,N,N,0.62,26/03/2024,0.850731126,5
115,B494_T3C.MP4,29/03/2024,494,23Y,female,cork,3,14.7,2.3,1704,1723,1737,Y,1732,NA,NA,NA,0.4,NA,NA,NA,1,0,0,head,2:16:00 PM,59.16,RL,RL,,,N,N,0.62,26/03/2024,0.850731126,5
116,B494_T4C.MP4,29/03/2024,494,23Y,female,cork,4,14.8,2,1967,1958,1988,Y,1975,NA,NA,NA,0.21,NA,NA,NA,1,33,33,tail,2:20:00 PM,57.5,RL,EG,,Backwards into burrow ,N,N,0.62,26/03/2024,0.850731126,5
117,B494_T5C.MP4,29/03/2024,494,23Y,female,cork,5,15.6,2.8,9490,9505,9532,Y,9514,NA,NA,NA,0.4,NA,NA,NA,1,26,50,head,2:23:00 PM,84.22,RL,RL,Chronic behaviours shown,,N,N,0.62,26/03/2024,0.850731126,5
128,B361_T1C.MP4,31/03/2024,361,16Y,male,cork,1,18.2,3,2091,2102,2126,Y,2126,NA,NA,NA,0.15,NA,NA,NA,1,117,117,tail,12:31:00 PM,232.05,RL,EG,,,N,N,0.69,22/03/2024,0.612412773,5
129,B361_T2C.MP4,31/03/2024,361,16Y,male,cork,2,17.1,3,10406,10415,10475,Y,10426,NA,NA,NA,0.33,NA,NA,NA,1,147,133,tail,12:39:00 PM,153,RL,RL,Amended distance from video,,N,N,0.69,22/03/2024,0.612412773,5
130,B361_T3C.MP4,31/03/2024,361,16Y,male,cork,3,14.7,1.5,563,573,586,Y,586,NA,NA,NA,0.28,NA,NA,NA,1,12,12,head,12:43:00 PM,97.1,RL,EG,,,N,N,0.69,22/03/2024,0.612412773,5
131,B361_T4C.MP4,31/03/2024,361,16Y,male,cork,4,14.1,1.5,3297,3318,3333,Y,3327,NA,NA,NA,0.4,NA,NA,NA,1,41,41,head,12:46:00 PM,289.78,RL,RL,,,N,N,0.69,22/03/2024,0.612412773,5
132,B361_T5C.MP4,31/03/2024,361,16Y,male,cork,5,15.1,1.8,1679,1696,1712,Y,1707,NA,NA,NA,0.33,NA,NA,NA,1,20,20,head,1:03:00 PM,202.94,RL,EG,,,N,N,0.69,22/03/2024,0.612412773,5
158,B786_T1_C.MP4,04/04/2024,786,8W,male,cork,1,23.8,5.2,474,484,520,Y,492,502,515,NA,0.45,0.2,0.12,NA,3,178,178,tail,3:02:00 PM,33.97,RL,EG,,,N,N,0.76,04/04/2024,0.798272413,10
159,B786_T2_C.MP4,04/04/2024,786,8W,male,cork,2,24.5,2,2276,2286,2326,Y,2301,NA,NA,NA,0.24,NA,NA,NA,1,105,105,tail,3:07:00 PM,70.25,RL,RL,,,N,N,0.76,04/04/2024,0.798272413,10
160,B786_T3_C.MP4,04/04/2024,786,8W,male,cork,3,25.6,2.2,1135,1143,1169,Y,1160,NA,NA,NA,0.21,NA,NA,NA,1,100,100,tail,3:10:00 PM,50.4,RL,EG,,,N,N,0.76,04/04/2024,0.798272413,10
161,B786_T4_C.MP4,04/04/2024,786,8W,male,cork,4,22.2,2,296,263,278,Y,271,NA,NA,NA,0.45,NA,NA,NA,1,10,10,head,3:14:00 PM,68.74,RL,RL,,,N,N,0.76,04/04/2024,0.798272413,10
162,B786_T5_C.MP4,04/04/2024,786,8W,male,cork,5,22.9,2.1,402,408,422,Y,419,NA,NA,NA,0.33,NA,NA,NA,1,13,13,head,3:17:00 PM,143.15,RL,EG,,,N,N,0.76,04/04/2024,0.798272413,10
163,B786_T6_C.MP4,04/04/2024,786,8W,male,cork,6,23,2.3,111,126,140,Y,133,NA,NA,NA,0.51,NA,NA,NA,1,0,0,head,3:20:00 PM,82.7,RL,RL,,,N,N,0.76,04/04/2024,0.798272413,10
164,B786_T7_C.MP4,04/04/2024,786,8W,male,cork,7,22.2,2,126,142,159,Y,153,NA,NA,NA,0.33,NA,NA,NA,1,20,20,head,3:22:00 PM,88.19,RL,EG,,,N,N,0.76,04/04/2024,0.798272413,10
165,B786_T8_C.MP4,04/04/2024,786,8W,male,cork,8,22.7,2.7,492,505,522,Y,514,NA,NA,NA,0.4,NA,NA,NA,1,0,0,head,3:24:00 PM,62,RL,RL,,,N,N,0.76,04/04/2024,0.798272413,10
166,B786_T9_C.MP4,04/04/2024,786,8W,male,cork,9,22.8,2,276,290,304,Y,300,NA,NA,NA,0.36,NA,NA,NA,1,18,18,head,3:26:00 PM,178.98,RL,EG,,,N,N,0.76,04/04/2024,0.798272413,10
167,B786_T10_C.MP4,04/04/2024,786,8W,male,cork,10,22.6,2.9,6076,6095,6136,Y,6120,NA,NA,NA,0.14,NA,NA,NA,1,0,0,head,3:32:00 PM,48.94,RL,RL,,,N,N,0.76,04/04/2024,0.798272413,10
168,B787_T1_C.MP4,04/04/2024,787,10W,male,cork,1,20,2.5,1019,1027,1045,Y,1040,NA,NA,NA,0.28,NA,NA,NA,1,0,0,head,4:00:00 PM,141.2,RL,EG,,,N,N,0.5,04/04/2024,1.274202703,10
169,B787_T2_C.MP4,04/04/2024,787,10W,male,cork,2,21.1,2.6,465,474,503,Y,481,NA,NA,NA,0.51,NA,NA,NA,1,0,0,head,4:03:00 PM,75.12,RL,RL,,,N,N,0.5,04/04/2024,1.274202703,10
170,B787_T3_C.MP4,04/04/2024,787,10W,male,cork,3,21,2.5,343,351,394,Y,363,NA,NA,NA,0.3,NA,NA,NA,1,0,0,head,4:06:00 PM,148.76,RL,EG,,,N,N,0.5,04/04/2024,1.274202703,10
171,B787_T4_C.MP4,04/04/2024,787,10W,male,cork,4,19.6,2.1,532,543,559,Y,554,NA,NA,NA,0.33,NA,NA,NA,1,10,10,head,4:10:00 PM,140.21,RL,RL,,,N,N,0.5,04/04/2024,1.274202703,10
172,B787_T5_C.MP4,04/04/2024,787,10W,male,cork,5,19.8,1.9,338,353,375,Y,362,NA,NA,NA,0.4,NA,NA,NA,1,0,0,head,4:13:00 PM,67.62,RL,EG,,,N,N,0.5,04/04/2024,1.274202703,10
173,B787_T6_C.MP4,04/04/2024,787,10W,male,cork,6,19.7,1.9,384,395,410,Y,404,NA,NA,NA,0.4,NA,NA,NA,1,0,0,head,4:15:00 PM,100.21,RL,RL,,,N,N,0.5,04/04/2024,1.274202703,10
174,B787_T7_C.MP4,04/04/2024,787,10W,male,cork,7,19,2.7,1145,1151,1192,Y,1161,NA,NA,NA,0.36,NA,NA,NA,1,114,114,tail,4:20:00 PM,110.61,RL,EG,,,N,N,0.5,04/04/2024,1.274202703,10
175,B787_T8_C.MP4,04/04/2024,787,10W,male,cork,8,19.2,1.8,2091,2100,2115,Y,2111,NA,NA,NA,0.33,NA,NA,NA,1,0,0,head,4:23:00 PM,283.87,RL,RL,,,N,N,0.5,04/04/2024,1.274202703,10
176,B787_T9_C.MP4,04/04/2024,787,10W,male,cork,9,18.4,2,313,322,352,Y,339,NA,NA,NA,0.21,NA,NA,NA,1,0,0,head,4:28:00 PM,121.1,RL,EG,,,N,N,0.5,04/04/2024,1.274202703,10
177,B787_T10_C.MP4,04/04/2024,787,10W,male,cork,10,18.5,1.8,327,344,366,Y,359,NA,NA,NA,0.24,NA,NA,NA,1,0,0,head,4:30:00 PM,155.11,RL,RL,,,N,N,0.5,04/04/2024,1.274202703,10
196,B516_T1C.MP4,05/04/2024,516,73Y,male,cork,1,12.6,2.3,1577,1591,1627,Y,1602,NA,NA,NA,0.33,NA,NA,NA,1,46,46,head,10:45:00 AM,80.44,EG,EG,,,Y,N,0.54,30/03/2024,0.97418582,4
197,B516_T2C.MP4,05/04/2024,516,73Y,male,cork,2,12.3,1.8,1377,1385,1405,Y,1399,NA,NA,NA,0.26,NA,NA,NA,1,30,20,head,10:48:00 AM,79.42,EG,RL,,,N,N,0.54,30/03/2024,0.97418582,4
198,B516_T3C.MP4,05/04/2024,516,73Y,male,cork,3,12.5,2.3,1238,1252,1276,Y,1263,NA,NA,NA,0.33,NA,NA,NA,1,55,62,head,10:50:00 AM,42.56,EG,EG,,,N,N,0.54,30/03/2024,0.97418582,4
199,B516_T4C.MP4,05/04/2024,516,73Y,male,cork,4,12.5,1.9,1172,1187,1202,Y,1197,NA,NA,NA,0.36,NA,NA,NA,1,13,13,head,10:52:00 AM,111.18,EG,RL,10 mins between,,N,N,0.54,30/03/2024,0.97418582,4
200,B555_T1_C.MP4,05/04/2024,555,17W,male,cork,1,16.3,2,799,817,877,Y,827,NA,NA,NA,0.36,NA,NA,NA,1,162,162,tail,2:34:00 PM,200.37,RL,EG,,,N,N,0.84,05/04/2024,0.349639807,6
201,B555_T2_C.MP4,05/04/2024,555,17W,male,cork,2,28.8,2.1,3007,3016,3030,Y,3026,NA,NA,NA,0.36,NA,NA,NA,1,175,175,tail,2:43:00 PM,92.96,RL,MJ,,,N,N,0.84,05/04/2024,0.349639807,6
202,B555_T3_C.MP4,05/04/2024,555,17W,male,cork,3,26.8,2,481,491,500,Y,498,NA,NA,NA,0.51,NA,NA,NA,1,16,16,head,2:54:00 PM,51.39,RL,EG,,,N,N,0.84,05/04/2024,0.349639807,6
203,B555_T4_C.MP4,05/04/2024,555,17W,male,cork,4,32.5,2.5,573,581,611,Y,587,NA,NA,NA,0.6,NA,NA,NA,1,155,110,tail,2:57:00 PM,63.47,RL,RL,,,N,N,0.84,05/04/2024,0.349639807,6
204,B555_T5_C.MP4,05/04/2024,555,17W,male,cork,5,27.9,2,1071,1077,1085,Y,1083,NA,NA,NA,0.6,NA,NA,NA,1,12,12,head,3:08:00 PM,67.34,RL,EG,,,N,N,0.84,05/04/2024,0.349639807,6
205,B555_T6_C.MP4,05/04/2024,555,17W,male,cork,6,24.5,2.3,1917,1928,1955,Y,1936,NA,NA,NA,0.45,NA,NA,NA,1,162,162,tail,3:13:00 PM,59.23,RL,MJ,Chronic behaviours shown,,N,N,0.84,05/04/2024,0.349639807,6
245,B460_T1C.MP4,10/04/2024,460,13W,male,cork,1,16.5,4.3,693,699,728,Y,710,NA,NA,NA,0.33,NA,NA,NA,2,164,164,tail,12:54:00 PM,27.75,EG,MJ,Amended distance from video,,N,N,0.74,05/04/2024,0.311686565,10
246,B460_T2C.MP4,10/04/2024,460,13W,male,cork,2,17.1,2.2,832,844,857,Y,854,NA,NA,NA,0.36,NA,NA,NA,1,20,20,head,12:57:00 PM,105.6,EG,EG,,,N,N,0.74,05/04/2024,0.311686565,10
247,B460_T3C.MP4,10/04/2024,460,13W,male,cork,3,18,2.5,853,859,889,Y,869,NA,NA,NA,0.36,NA,NA,NA,1,5,20,head,1:02:00 PM,27.95,EG,RL,,,N,N,0.74,05/04/2024,0.311686565,10
248,B460_T4C.MP4,10/04/2024,460,13W,male,cork,4,18.5,4.1,599,604,633,Y,616,624,NA,NA,0.3,0.18,NA,NA,2,149,149,tail,1:05:00 PM,34.04,EG,EG,,,N,N,0.74,05/04/2024,0.311686565,10
249,B460_T5C.MP4,10/04/2024,460,13W,male,cork,5,18.8,2.5,479,485,503,Y,496,NA,NA,NA,0.33,NA,NA,NA,1,36,42,head,1:06:00 PM,23.08,EG,MJ,,,N,N,0.74,05/04/2024,0.311686565,10
250,B460_T6C.MP4,10/04/2024,460,13W,male,cork,6,18.2,2.4,557,560,573,Y,568,NA,NA,NA,0.45,NA,NA,NA,1,144,144,tail,1:08:00 PM,22.47,EG,EG,,,N,N,0.74,05/04/2024,0.311686565,10
251,B460_T7C.MP4,10/04/2024,460,13W,male,cork,7,17.7,2.8,390,400,435,Y,408,NA,NA,NA,0.45,NA,NA,NA,1,180,130,tail,1:10:00 PM,30.04,EG,RL,Amended distance from video,,N,N,0.74,05/04/2024,0.311686565,10
252,B460_T8C.MP4,10/04/2024,460,13W,male,cork,8,19.4,2.6,439,444,460,Y,454,NA,NA,NA,0.36,NA,NA,NA,1,147,147,tail,1:12:00 PM,24.49,EG,EG,,,N,N,0.74,05/04/2024,0.311686565,10
253,B460_T9C.MP4,10/04/2024,460,13W,male,cork,9,19.4,2.6,646,650,672,Y,662,NA,NA,NA,0.3,NA,NA,NA,1,12,12,head,1:14:00 PM,30.39,EG,MJ,Amended distance from video,,N,N,0.74,05/04/2024,0.311686565,10
254,B460_T10C.MP4,10/04/2024,460,13W,male,cork,10,17.4,1.5,619,631,640,Y,640,NA,NA,NA,0.4,NA,NA,NA,1,132,132,tail,1:18:00 PM,41.85,EG,EG,,,N,N,0.74,05/04/2024,0.311686565,10
255,B768_T1C.MP4,10/04/2024,768,23W,female,cork,1,22.1,4.3,627,633,672,Y,640,648,NA,NA,0.51,0.24,NA,NA,2,170,170,tail,1:27:00 PM,51.62,EG,RL,Amended distance from video,,N,N,0.68,10/04/2024,0.170193639,10
256,B768_T2C.MP4,10/04/2024,768,23W,female,cork,2,22.3,5,496,500,538,Y,508,514,532,NA,0.45,0.26,0.11,NA,3,152,152,tail,1:32:00 PM,24.7,EG,EG,Amended distance from video,,N,N,0.68,10/04/2024,0.170193639,10
257,B768_T3C.MP4,10/04/2024,768,23W,female,cork,3,21.9,2.6,361,370,381,Y,377,NA,NA,NA,0.51,NA,NA,NA,1,164,164,tail,1:34:00 PM,33.82,EG,MJ,,,N,N,0.68,10/04/2024,0.170193639,10
258,B768_T4C.MP4,10/04/2024,768,23W,female,cork,4,21.4,3.5,502,511,555,Y,524,543,NA,NA,0.28,0.11,NA,NA,2,136,136,tail,1:36:00 PM,63.66,EG,EG,Amended distance from video,,N,N,0.68,10/04/2024,0.170193639,10
259,B768_T5C.MP4,10/04/2024,768,23W,female,cork,5,19.3,1.5,612,622,635,Y,631,NA,NA,NA,0.4,NA,NA,NA,1,143,80,tail,1:38:00 PM,70.36,EG,RL,,,N,N,0.68,10/04/2024,0.170193639,10
260,B768_T6C.MP4,10/04/2024,768,23W,female,cork,6,19.8,2.7,519,529,549,Y,538,NA,NA,NA,0.4,NA,NA,NA,1,157,157,tail,1:41:00 PM,18.67,EG,EG,Amended distance from video,,N,N,0.68,10/04/2024,0.170193639,10
261,B768_T7C.MP4,10/04/2024,768,23W,female,cork,7,20.5,2.6,689,698,711,Y,706,NA,NA,NA,0.45,NA,NA,NA,1,173,173,tail,1:42:00 PM,18.9,EG,MJ,,,N,N,0.68,10/04/2024,0.170193639,10
262,B768_T8C.MP4,10/04/2024,768,23W,female,cork,8,19.9,1.5,713,724,732,Y,732,NA,NA,NA,0.45,NA,NA,NA,1,43,43,head,1:47:00 PM,31.16,EG,EG,,,N,N,0.68,10/04/2024,0.170193639,10
263,B768_T9C.MP4,10/04/2024,768,23W,female,cork,9,20.3,2.2,655,664,675,Y,670,NA,NA,NA,0.6,NA,NA,NA,1,180,100,tail,1:49:00 PM,22.32,EG,RL,Amended distance from video,,N,N,0.68,10/04/2024,0.170193639,10
264,B768_T10C.MP4,10/04/2024,768,23W,female,cork,10,21.2,2.9,373,382,394,Y,390,NA,NA,NA,0.45,NA,NA,NA,1,146,146,tail,1:52:00 PM,29.31,EG,EG,,,N,N,0.68,10/04/2024,0.170193639,10
